Year,Country,Happiness Rank,Happiness Score,Freedom,Generosity,Social support,Economy_GDP_per_Capita,Trust_Government_Corruption,Health_Life_Expectancy
2015,Algeria,68.0,5.605,0.28579,0.07822,1.07772,0.93929,0.17383,0.61766
2015,Kosovo,69.0,5.589,0.24749,0.2831,0.81198,0.80148,0.04741,0.63132
2015,Turkmenistan,70.0,5.548,0.4761,0.16979,1.22668,0.95847,0.30844,0.53886
2015,Mauritius,71.0,5.477,0.56066,0.37744,0.98521,1.00761,0.07521,0.7095
2015,Hong Kong,72.0,5.474,0.59608,0.39478,1.05818,1.38604,0.37124,1.01328
2015,Estonia,73.0,5.429,0.44888,0.0868,1.22791,1.15174,0.15184,0.77361
2015,Indonesia,74.0,5.399,0.46611,0.51535,1.08708,0.82827,0.0,0.63793
2015,Vietnam,75.0,5.36,0.59444,0.1686,0.91226,0.63216,0.10441,0.74676
2015,Turkey,76.0,5.332,0.22815,0.12253,0.94632,1.06098,0.15746,0.73172
2015,Kyrgyzstan,77.0,5.286,0.43477,0.3003,1.15115,0.47428,0.04232,0.65088
2015,Nigeria,78.0,5.268,0.34334,0.27233,0.90432,0.65435,0.0403,0.16007
2015,Bhutan,79.0,5.253,0.53206,0.47998,1.10395,0.77042,0.15445,0.57407
2015,Azerbaijan,80.0,5.212,0.3703,0.07799,0.93793,1.02389,0.16065,0.64045
2015,Pakistan,81.0,5.194,0.12102,0.33671,0.41411,0.59543,0.10464,0.51466
2015,Jordan,82.0,5.192,0.40661,0.11053,1.05392,0.90198,0.14293,0.69639
2015,Montenegro,82.0,5.192,0.1826,0.1614,0.90557,0.97438,0.14296,0.72521
2015,China,84.0,5.14,0.51697,0.08185,0.94675,0.89012,0.02781,0.81658
2015,Zambia,85.0,5.129,0.48827,0.19591,0.91612,0.47038,0.12468,0.29924
2015,Romania,86.0,5.124,0.35068,0.13748,0.88588,1.04345,0.00649,0.7689
2015,Serbia,87.0,5.123,0.20107,0.19231,1.00964,0.92053,0.02617,0.74836
2015,Portugal,88.0,5.102,0.51469,0.13719,1.13935,1.15991,0.01078,0.87519
2015,Latvia,89.0,5.098,0.29671,0.18226,1.09562,1.11312,0.06332,0.72437
2015,Philippines,90.0,5.073,0.62545,0.24991,1.03516,0.70532,0.12279,0.58114
2015,Somaliland region,91.0,5.057,0.46582,0.50318,0.95152,0.18847,0.39928,0.43873
2015,Morocco,92.0,5.013,0.41691,0.07172,0.64095,0.73479,0.08546,0.60954
2015,Macedonia,93.0,5.007,0.33457,0.22359,1.00232,0.91851,0.05327,0.73545
2015,Mozambique,94.0,4.971,0.34037,0.22269,1.02626,0.08308,0.15603,0.09131
2015,Albania,95.0,4.959,0.35733,0.14272,0.80434,0.87867,0.06413,0.81325
2015,Bosnia and Herzegovina,96.0,4.949,0.09245,0.24808,0.91916,0.83223,0.00227,0.79081
2015,Lesotho,97.0,4.898,0.31767,0.16388,1.04103,0.37545,0.12504,0.07612
2015,Dominican Republic,98.0,4.885,0.57672,0.21684,1.17202,0.89537,0.14234,0.66825
2015,Laos,99.0,4.876,0.59591,0.42192,0.73803,0.59066,0.24249,0.54909
2015,Mongolia,100.0,4.874,0.43626,0.3323,1.3006,0.82819,0.02666,0.60268
2015,Swaziland,101.0,4.867,0.30658,0.18259,1.07284,0.71206,0.0306,0.07566
2015,Greece,102.0,4.857,0.07699,0.0,0.92933,1.15406,0.01397,0.88213
2015,Lebanon,103.0,4.839,0.33916,0.21854,0.80001,1.02564,0.04582,0.83947
2015,Hungary,104.0,4.8,0.32112,0.128,1.20215,1.12094,0.02758,0.75905
2015,Honduras,105.0,4.788,0.40148,0.23027,0.95348,0.59532,0.06825,0.6951
2015,Tajikistan,106.0,4.786,0.47216,0.22974,0.85563,0.39047,0.15072,0.57379
2015,Tunisia,107.0,4.739,0.26268,0.06431,0.60429,0.88113,0.06358,0.73793
2015,Palestinian Territories,108.0,4.715,0.24499,0.11251,0.92558,0.59867,0.12905,0.66015
2015,Bangladesh,109.0,4.694,0.4082,0.21222,0.43106,0.39753,0.12569,0.60164
2015,Iran,110.0,4.686,0.30033,0.38086,0.54447,1.0088,0.05863,0.69805
2015,Ukraine,111.0,4.681,0.25123,0.15275,1.20278,0.79907,0.02961,0.6739
2015,Iraq,112.0,4.677,0.0,0.17922,0.81889,0.98549,0.13788,0.60237
2015,South Africa,113.0,4.642,0.33207,0.11973,1.18468,0.92049,0.08884,0.27688
2015,Ghana,114.0,4.633,0.42342,0.23087,0.67954,0.54558,0.04355,0.40132
2015,Zimbabwe,115.0,4.61,0.25861,0.18987,1.03276,0.271,0.08079,0.33475
2015,Liberia,116.0,4.571,0.28531,0.24362,0.78968,0.0712,0.06232,0.34201
2015,India,117.0,4.565,0.39786,0.26475,0.38174,0.64499,0.08492,0.51529
2015,Sudan,118.0,4.55,0.10081,0.19062,1.01404,0.52107,0.1466,0.36878
2015,Haiti,119.0,4.518,0.24425,0.46187,0.74302,0.26673,0.17175,0.38847
2015,Congo (Kinshasa),120.0,4.517,0.22605,0.24834,1.0012,0.0,0.07625,0.09806
2015,Nepal,121.0,4.514,0.38282,0.32296,0.86449,0.35997,0.05907,0.56874
2015,Ethiopia,122.0,4.512,0.4345,0.24325,0.60406,0.19073,0.15048,0.44055
2015,Sierra Leone,123.0,4.507,0.4084,0.21488,0.95571,0.33024,0.08786,0.0
2015,Mauritania,124.0,4.436,0.24232,0.219,0.86908,0.45407,0.17461,0.35874
2015,Kenya,125.0,4.419,0.42215,0.37542,0.99876,0.36471,0.05839,0.41435
2015,Djibouti,126.0,4.369,0.46074,0.18093,0.59207,0.44025,0.28105,0.36291
2015,Armenia,127.0,4.35,0.19847,0.07855,0.77711,0.76821,0.039,0.7299
2015,Botswana,128.0,4.332,0.49495,0.10461,1.10464,0.99355,0.12474,0.04776
2015,Myanmar,129.0,4.307,0.44017,0.79588,0.70905,0.27108,0.19034,0.48246
2015,Georgia,130.0,4.297,0.40577,0.05547,0.38562,0.7419,0.38331,0.72926
2015,Malawi,131.0,4.292,0.43054,0.33128,0.41134,0.01604,0.06977,0.22562
2015,Sri Lanka,132.0,4.271,0.53726,0.40828,1.01905,0.83524,0.09179,0.70806
2015,Cameroon,133.0,4.252,0.49309,0.20618,0.88767,0.4225,0.05786,0.23402
2015,Bulgaria,134.0,4.218,0.30587,0.11921,1.10614,1.01216,0.00872,0.76649
2015,Egypt,135.0,4.194,0.17288,0.11291,0.747,0.8818,0.06324,0.61712
2015,Yemen,136.0,4.077,0.35571,0.09131,0.68093,0.54649,0.07854,0.40064
2015,Angola,137.0,4.033,0.10384,0.12344,0.8604,0.75778,0.07122,0.16683
2015,Mali,138.0,3.995,0.38857,0.18798,1.03526,0.26074,0.12352,0.20583
2015,Congo (Brazzaville),139.0,3.989,0.41466,0.12388,0.6629,0.67866,0.11686,0.31051
2015,Comoros,140.0,3.956,0.22917,0.17441,0.79273,0.23906,0.199,0.36315
2015,Uganda,141.0,3.931,0.45727,0.29066,1.13299,0.21102,0.07267,0.33861
2015,Senegal,142.0,3.904,0.36772,0.20843,0.97619,0.36498,0.10713,0.4354
2015,Gabon,143.0,3.896,0.31914,0.06822,0.90528,1.06024,0.11091,0.43372
2015,Niger,144.0,3.845,0.47692,0.19387,0.77265,0.0694,0.15639,0.29707
2015,Cambodia,145.0,3.819,0.66246,0.40359,0.62736,0.46038,0.07247,0.61114
2015,Tanzania,146.0,3.781,0.32878,0.34377,1.00268,0.2852,0.05747,0.38215
2015,Madagascar,147.0,3.681,0.19184,0.21333,0.66801,0.20824,0.08124,0.46721
2015,Central African Republic,148.0,3.678,0.48879,0.23835,0.0,0.0785,0.08289,0.06699
2015,Chad,149.0,3.667,0.23501,0.18386,0.76062,0.34193,0.05269,0.1501
2015,Guinea,150.0,3.656,0.37725,0.28657,0.46475,0.17417,0.12139,0.24009
2015,Ivory Coast,151.0,3.655,0.46866,0.20165,0.77115,0.46534,0.17922,0.15185
2015,Burkina Faso,152.0,3.587,0.39493,0.21747,0.85188,0.25812,0.12832,0.27125
2015,Afghanistan,153.0,3.575,0.23414,0.3651,0.30285,0.31982,0.09719,0.30335
2015,Rwanda,154.0,3.465,0.59201,0.22628,0.7737,0.22208,0.55191,0.42864
2015,Benin,155.0,3.34,0.4845,0.1826,0.35386,0.28665,0.0801,0.3191
2015,Syria,156.0,3.006,0.15684,0.47179,0.47489,0.6632,0.18906,0.72193
2015,Burundi,157.0,2.905,0.1185,0.19727,0.41587,0.0153,0.10062,0.22396
2015,Togo,158.0,2.839,0.36453,0.16681,0.13995,0.20868,0.10731,0.28443
2016,Denmark,1.0,7.526,0.57941,0.36171,1.16374,1.44178,0.44453,0.79504
2016,Switzerland,2.0,7.509,0.58557,0.28083,1.14524,1.52733,0.41203,0.86303
2016,Iceland,3.0,7.501,0.56624,0.47678,1.18326,1.42666,0.14975,0.86733
2016,Norway,4.0,7.498,0.59609,0.37895,1.1269,1.57744,0.35776,0.79579
2016,Finland,5.0,7.413,0.57104,0.25492,1.13464,1.40598,0.41004,0.81091
2016,Canada,6.0,7.404,0.5737,0.44834,1.0961,1.44015,0.31329,0.8276
2016,Netherlands,7.0,7.339,0.55211,0.47416,1.02912,1.46468,0.29927,0.81231
2016,New Zealand,8.0,7.334,0.58147,0.49401,1.17278,1.36066,0.41904,0.83096
2016,Australia,9.0,7.313,0.56837,0.47407,1.10476,1.44443,0.32331,0.8512
2016,Sweden,10.0,7.291,0.58218,0.38254,1.08764,1.45181,0.40867,0.83121
2016,Israel,11.0,7.267,0.36432,0.32288,0.99537,1.33766,0.08728,0.84917
2016,Austria,12.0,7.119,0.54355,0.32865,1.08383,1.45038,0.21348,0.80565
2016,United States,13.0,7.104,0.48163,0.41077,1.04782,1.50796,0.14868,0.779
2016,Costa Rica,14.0,7.087,0.55225,0.22553,1.02152,1.06879,0.10547,0.76146
2016,Puerto Rico,15.0,7.039,0.46823,0.22202,1.08113,1.35943,0.12275,0.77758
2016,Germany,16.0,6.994,0.53466,0.30452,1.09774,1.44787,0.28551,0.81487
2016,Brazil,17.0,6.952,0.40425,0.15776,1.03938,1.08754,0.14166,0.61415
2016,Belgium,18.0,6.929,0.51354,0.2424,1.05249,1.42539,0.26248,0.81959
2016,Ireland,19.0,6.907,0.54008,0.44963,1.16157,1.48341,0.29754,0.81455
2016,Luxembourg,20.0,6.871,0.5487,0.27571,1.03999,1.69752,0.35329,0.84542
2016,Mexico,21.0,6.778,0.37709,0.11735,0.7146,1.11508,0.18355,0.71143
2016,Singapore,22.0,6.739,0.4877,0.32706,0.86758,1.64555,0.46987,0.94719
2016,United Kingdom,23.0,6.725,0.50036,0.50156,1.08672,1.40283,0.27399,0.80991
2016,Chile,24.0,6.705,0.37789,0.31595,0.90587,1.2167,0.11451,0.81883
2016,Panama,25.0,6.701,0.48927,0.2418,0.98912,1.18306,0.08423,0.70835
2016,Argentina,26.0,6.65,0.42284,0.10989,1.06612,1.15137,0.07296,0.69711
2016,Czech Republic,27.0,6.596,0.41418,0.09929,1.00793,1.30915,0.03986,0.76376
2016,United Arab Emirates,28.0,6.573,0.56215,0.26591,0.87114,1.57352,0.35561,0.72993
2016,Uruguay,29.0,6.545,0.54388,0.18056,1.03143,1.18157,0.21394,0.72183
2016,Malta,30.0,6.488,0.54994,0.56237,1.09879,1.30782,0.17554,0.80315
2016,Colombia,31.0,6.481,0.44735,0.15626,1.02169,1.03032,0.05399,0.59659
2016,France,32.0,6.478,0.46562,0.1216,1.00508,1.39488,0.17808,0.83795
2016,Thailand,33.0,6.474,0.49553,0.58696,1.04477,1.0893,0.02833,0.64915
2016,Saudi Arabia,34.0,6.379,0.37904,0.15457,0.84829,1.48953,0.30008,0.59267
2016,Taiwan,34.0,6.379,0.32377,0.25495,0.92624,1.39729,0.0663,0.79565
2016,Qatar,36.0,6.375,0.56679,0.32388,0.87964,1.82427,0.48049,0.71723
2016,Spain,37.0,6.361,0.37545,0.17665,1.12945,1.34253,0.06137,0.87896
2016,Algeria,38.0,6.355,0.21006,0.07044,0.83309,1.05266,0.16157,0.61804
2016,Guatemala,39.0,6.324,0.50379,0.28808,0.87119,0.83454,0.08701,0.54039
2016,Suriname,40.0,6.269,0.52234,0.16665,0.77866,1.09686,0.12692,0.50933
2016,Kuwait,41.0,6.239,0.43166,0.15965,0.87758,1.61714,0.23669,0.63569
2016,Bahrain,42.0,6.218,0.47375,0.17147,0.94397,1.44024,0.25772,0.65696
2016,Trinidad and Tobago,43.0,6.168,0.48453,0.31935,0.98569,1.32572,0.01241,0.52608
2016,Venezuela,44.0,6.084,0.19847,0.0425,1.03302,1.13367,0.08304,0.61904
2016,Slovakia,45.0,6.078,0.23391,0.13837,1.08268,1.27973,0.02947,0.70367
2016,El Salvador,46.0,6.068,0.37269,0.08877,0.80975,0.8737,0.10613,0.596
2016,Malaysia,47.0,6.005,0.39031,0.41474,0.88025,1.25142,0.09081,0.62366
2016,Nicaragua,48.0,5.992,0.46582,0.29773,0.89521,0.69384,0.16292,0.65213
2016,Uzbekistan,49.0,5.987,0.60848,0.34326,1.1681,0.73591,0.28333,0.50163
2016,Italy,50.0,5.977,0.18827,0.16684,1.04167,1.35495,0.02556,0.85102
2016,Ecuador,51.0,5.976,0.4027,0.10074,0.85974,0.97306,0.18037,0.68613
2016,Belize,52.0,5.956,0.51231,0.23684,0.68655,0.87616,0.10771,0.45569
2016,Japan,53.0,5.921,0.46761,0.10224,1.06054,1.38007,0.18985,0.91491
2016,Kazakhstan,54.0,5.919,0.4052,0.15011,0.95544,1.22943,0.11132,0.57386
2016,Moldova,55.0,5.897,0.25202,0.19997,0.83132,0.69177,0.01903,0.52309
2016,Russia,56.0,5.856,0.32682,0.02736,1.05261,1.23228,0.03586,0.58991
2016,Poland,57.0,5.835,0.4519,0.14443,1.04685,1.24585,0.055,0.69058
2016,South Korea,57.0,5.835,0.25168,0.18824,0.72194,1.35948,0.07716,0.88645
2016,Bolivia,59.0,5.822,0.50961,0.21698,0.83779,0.79422,0.07746,0.4697
2016,Lithuania,60.0,5.813,0.18929,0.02025,1.06411,1.2692,0.0182,0.64674
2016,Belarus,61.0,5.802,0.29091,0.13942,1.04993,1.13062,0.17457,0.63104
2016,North Cyprus,62.0,5.771,0.43596,0.26322,0.81826,1.31141,0.16578,0.84142
2016,Slovenia,63.0,5.768,0.53164,0.25738,1.05613,1.29947,0.03635,0.79151
2016,Peru,64.0,5.743,0.37502,0.14527,0.81255,0.99602,0.05292,0.62994
2016,Turkmenistan,65.0,5.658,0.37408,0.22567,1.03817,1.08017,0.28467,0.44006
2016,Mauritius,66.0,5.648,0.46145,0.36951,0.75695,1.14372,0.05203,0.66189
2016,Libya,67.0,5.615,0.40672,0.17087,0.95076,1.06688,0.10339,0.52304
2016,Latvia,68.0,5.56,0.27996,0.17445,0.95025,1.21788,0.0889,0.63952
2016,Cyprus,69.0,5.546,0.29507,0.27906,0.70697,1.31857,0.05228,0.8488
2016,Paraguay,70.0,5.538,0.46235,0.25296,1.11111,0.89373,0.07396,0.58295
2016,Romania,71.0,5.528,0.36712,0.12889,0.72803,1.1697,0.00679,0.67602
2016,Estonia,72.0,5.517,0.41511,0.08423,1.05163,1.27964,0.18519,0.68098
2016,Jamaica,73.0,5.51,0.43597,0.22245,0.96372,0.89333,0.04294,0.59469
2016,Croatia,74.0,5.488,0.23907,0.18434,0.60809,1.18649,0.04002,0.70524
2016,Hong Kong,75.0,5.458,0.48079,0.40097,0.87021,1.5107,0.31647,0.95277
2016,Somalia,76.0,5.44,0.56778,0.27225,0.33613,0.0,0.3118,0.11466
2016,Kosovo,77.0,5.401,0.14396,0.27992,0.66062,0.90145,0.06547,0.54
2016,Turkey,78.0,5.389,0.23889,0.04707,0.87717,1.16492,0.12348,0.64718
2016,Indonesia,79.0,5.314,0.39237,0.56521,0.87625,0.95104,0.00322,0.49374
2016,Jordan,80.0,5.303,0.36023,0.14262,0.86216,0.99673,0.13297,0.60712
2016,Azerbaijan,81.0,5.291,0.35327,0.0564,0.76042,1.12373,0.17914,0.54504
2016,Philippines,82.0,5.279,0.54854,0.21674,0.87877,0.81217,0.11757,0.47036
2016,China,83.0,5.245,0.44012,0.04959,0.79381,1.0278,0.02745,0.73561
2016,Bhutan,84.0,5.196,0.46074,0.48546,0.90836,0.8527,0.1616,0.49759
2016,Kyrgyzstan,85.0,5.185,0.40212,0.38432,0.95434,0.56044,0.04762,0.55449
2016,Serbia,86.0,5.177,0.15718,0.20737,0.81329,1.03437,0.04339,0.6458
2016,Bosnia and Herzegovina,87.0,5.163,0.09511,0.29889,0.64367,0.93383,0.0,0.70766
2016,Montenegro,88.0,5.161,0.15111,0.17191,0.74173,1.07838,0.12721,0.63533
2016,Dominican Republic,89.0,5.155,0.52259,0.21286,0.99496,1.02787,0.12372,0.57669
2016,Morocco,90.0,5.151,0.25646,0.04053,0.38595,0.84058,0.08404,0.59471
2016,Hungary,91.0,5.145,0.1977,0.099,0.93164,1.24142,0.04472,0.67608
2016,Pakistan,92.0,5.132,0.14622,0.31185,0.26135,0.68816,0.1388,0.40306
2016,Lebanon,93.0,5.129,0.26228,0.23693,0.64184,1.12268,0.03061,0.76171
2016,Portugal,94.0,5.123,0.44727,0.11691,0.94367,1.27607,0.01521,0.79363
2016,Macedonia,95.0,5.121,0.27668,0.23507,0.78236,1.0193,0.07047,0.64738
2016,Vietnam,96.0,5.061,0.55954,0.25075,0.79117,0.74037,0.11556,0.66157
2016,Somaliland Region,97.0,5.057,0.3913,0.51479,0.75862,0.25558,0.36794,0.33108
2016,Tunisia,98.0,5.045,0.23553,0.03936,0.43165,0.97724,0.0817,0.59577
2016,Greece,99.0,5.033,0.05822,0.0,0.75473,1.24886,0.04127,0.80029
2016,Tajikistan,100.0,4.996,0.43408,0.25998,0.75602,0.48835,0.13509,0.53119
2016,Mongolia,101.0,4.907,0.35972,0.34539,1.08983,0.98853,0.03285,0.55469
2016,Laos,102.0,4.876,0.52168,0.43079,0.5497,0.68042,0.22423,0.38291
2016,Nigeria,103.0,4.875,0.27854,0.23219,0.64498,0.75216,0.0305,0.05108
2016,Honduras,104.0,4.871,0.26755,0.2044,0.75596,0.69429,0.06906,0.58383
2016,Iran,105.0,4.813,0.22544,0.38538,0.38857,1.11758,0.0557,0.64232
2016,Zambia,106.0,4.795,0.42662,0.17866,0.6376,0.61202,0.11479,0.23573
2016,Nepal,107.0,4.793,0.37012,0.3816,0.69699,0.44626,0.07008,0.50073
2016,Palestinian Territories,108.0,4.754,0.17744,0.11154,0.71629,0.67024,0.10613,0.56844
2016,Albania,109.0,4.655,0.31866,0.1684,0.50163,0.9553,0.05301,0.73007
2016,Bangladesh,110.0,4.643,0.39778,0.19132,0.24749,0.54177,0.12583,0.52989
2016,Sierra Leone,111.0,4.635,0.30685,0.23897,0.628,0.36485,0.08196,0.0
2016,Iraq,112.0,4.575,0.24856,0.19589,0.59205,1.07474,0.13636,0.51076
2016,Namibia,113.0,4.574,0.48614,0.07795,0.70362,0.93287,0.10398,0.34745
2016,Cameroon,114.0,4.513,0.42736,0.2268,0.62542,0.52497,0.06126,0.12698
2016,Ethiopia,115.0,4.508,0.36703,0.29522,0.37932,0.29283,0.1717,0.34578
2016,South Africa,116.0,4.459,0.42483,0.13656,0.96053,1.02416,0.08415,0.18611
2016,Sri Lanka,117.0,4.415,0.50817,0.46978,0.84783,0.97318,0.07964,0.62007
2016,India,118.0,4.404,0.40285,0.25028,0.29247,0.74036,0.08722,0.45091
2016,Myanmar,119.0,4.395,0.42692,0.81971,0.69981,0.34112,0.20243,0.3988
2016,Egypt,120.0,4.362,0.18847,0.12706,0.49813,0.95395,0.10393,0.52116
2016,Armenia,121.0,4.36,0.14037,0.07793,0.62477,0.86086,0.03616,0.64083
2016,Kenya,122.0,4.356,0.40576,0.41328,0.7624,0.52267,0.06686,0.30147
2016,Ukraine,123.0,4.324,0.12859,0.20363,1.01413,0.87287,0.01829,0.58628
2016,Ghana,124.0,4.276,0.40973,0.21203,0.49353,0.63107,0.0326,0.29681
2016,Congo (Kinshasa),125.0,4.272,0.15602,0.25458,0.80676,0.05661,0.06075,0.188
2016,Georgia,126.0,4.252,0.32461,0.06786,0.19249,0.83792,0.3188,0.64035
2016,Congo (Brazzaville),127.0,4.236,0.37938,0.12077,0.47799,0.77109,0.09753,0.28212
2016,Senegal,128.0,4.219,0.31056,0.19103,0.77416,0.44314,0.11681,0.40457
2016,Bulgaria,129.0,4.217,0.21219,0.12793,0.92542,1.11306,0.00615,0.67806
2016,Mauritania,130.0,4.201,0.1268,0.22686,0.84142,0.61391,0.17955,0.28639
2016,Zimbabwe,131.0,4.193,0.25429,0.18503,0.71478,0.35041,0.08582,0.1595
2016,Malawi,132.0,4.156,0.4143,0.30968,0.147,0.08709,0.07564,0.29364
2016,Sudan,133.0,4.139,0.0,0.18077,0.81928,0.63069,0.10039,0.29759
2016,Gabon,134.0,4.121,0.28098,0.06244,0.72368,1.15851,0.09314,0.3494
2016,Mali,135.0,4.073,0.27544,0.21064,0.86333,0.31292,0.13647,0.16347
2016,Haiti,136.0,4.028,0.12072,0.47958,0.29561,0.34097,0.14476,0.27494
2016,Botswana,137.0,3.974,0.44089,0.12425,0.89186,1.09426,0.10769,0.34752
2016,Comoros,138.0,3.956,0.15412,0.1827,0.60323,0.27509,0.18437,0.29981
2016,Ivory Coast,139.0,3.916,0.40663,0.20338,0.57576,0.55507,0.1553,0.04476
